Course Code,Course Prefix,Course Number,Course Section,Season,Year,Course Name,Instructor,URL,Page,Link Index,Total Students,Grade A,Grade A-,Grade B+,Grade B,Grade B-,Grade C+,Grade C,Grade C-,Grade D,Grade F,Overall Mean,Overall StdDev,Overall Responses,StudyHours Mean,StudyHours StdDev,StudyHours Responses,Attendance Mean,Attendance StdDev,Attendance Responses,Valuable Comments,Improvement Comments,Credits,SBC,Prerequisites,Advisory
AAS110,AAS,110,01,Fall,2020,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1208/85836,1,20,35,20,4,6,2,1,2,0,0,0,0,,,,1.14,0.82,,1.14,0.82,,Learning about a new culture can be hard but if you put in the time and effort it is really fun. | Instructors are super helpful and I got to learn a lot about Indian classical music | it gave me a vide range of information regarding indian classical music. | Learned about my heritage | The book is very helpful,"Prerecorded online pitch perception, give the professional singer a professional level microphone and Digital Audio Converter to maximize the online learning potential | If there is a slide show that shows, what the class will talk about would be nice rather than not just talking without looking at anything. | Make powerpoints relating to what we are talking about, that include notes and the main points. | just a little more time and be more lenient on the pitch preception quizzes. | Nothing that I can think of.",3,ARTS,,
AAS110,AAS,110,01,Spring,2021,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1214/45785,1,21,42,21,14,3,1,0,0,2,0,0,1,,,,1.4,0.91,,1.4,0.91,,"The office hours of the TAs were pretty valuable because I feel like I actually understood what I was learning there than in class. The textbook readings that were assigned prior to class were also valuable because we would get questioned on what we read during class. The review sessions before the midterm and final were also useful. | The TA's were valuable, especially Sabareesh with his review sessions. The presentations were fun to do and helped me understand the material better. | What is composed in Indian music","There should be a prerequisite for this class. I was/ am lost most of the times and the syllabus assignments due date/ given date  are all out of place and wasn’t followed 90% of the time. It is very disorganized and I have never in the years of being in SBU, took a class that made it so mentally challenging/ disorganized. I don’t understand why there was a  passive aggressiveness calling people  out for not leaving cameras on. I personally didn’t find it to be a problem but  there are students who do not feel comfortable, so that should be optional. There has to be better / more relastic expectations from the students because 85% do not have a musical background. | The instructor should stop calling out students and testing them on material she hasn't even gone over in class yet. She always embarrasses students in front of the class and it really causes anxiety amongst the class. She should make a PowerPoint or something so that the class can follow along with what she's saying rather than talking nonsense and expecting the class to understand everything she is saying. She just throws terms around and shames people she calls on for not understanding it immediately. | I don't like the way the professor teaches the course. She should incorporate slideshows or something to follow along. Most of the time I had no idea what she was talking about. She would ask the entire class a question and one by one call on someone for the answer, instead of just telling us what the correct answer is and why. There was no need to buy the textbook since the TA's posted pictures of the textbook on Blackboard, so that was a waste of $60. | I think this class needs to be a little easier, especially since it's an intro to Indian music class and there are students with no musical background. Professor Sharma required us to buy the textbook that she wrote, however, she contradicted much of what she taught us with what was in the textbook. Also, the professor needs to be a little more understanding of remote students because she was always requiring that their cameras must be on. | The professor expected students to know everything without her.  In her class, students were just answering her question like a quizes.  And most of the answers could be found in her textbook.  So this is weird in a sense that even without the professor, I think we could also learn.",3,ARTS,,
AAS110,AAS,110,01,Fall,2021,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1218/86351,1,22,42,21,6,8,2,0,2,1,0,0,2,,,,1.74,1.22,1.0,1.74,1.22,1.0,"This course is pretty difficult, especially for a 100 lvl course. The description says 'no prior music knowledge required', but to be honest, that's a lie. I found myself getting lost, confused, and pretty much failing everything. The professor didn't actually teach that often, it was mainly the TAs. I really struggled, and with external issues outside of school, I couldn't attend office hours either, which also put me behind. I will say that my performance isn't entirely a reflection of this course, as I did have many things going on beyond the course that didn't allow me to focus entirely on this course as much as I needed to, but I just really didn't expect this course to be this punishing. I'll likely be getting a C or lower, depending on my final exam grade. | Nothing. This course is not valuable and no one should have to take it. Originally, when joining the class, I was expecting to learn more about a culture I was interested in, but that is not what happened. The only good thing that came out of this course was making a lot of friends because we were all confused and struggling. Otherwise, this class is tortuous and do not take it. | The most valuable thing about this course is that you'll get a better understanding of Indian culture and Indian Classical Music. This course is a way of expanding your knowledge about culture and music. | The textbook readings and handouts posted under course documents were essential to doing well in this course. Taking notes in class was also very valuable for this course. | The course is hard professor and TA tried to help understand the material. Plus they help out if you are sick and are very understanding and kind.","For starters, Professor Sharma does not teach. This is not an exaggeration. We had to read a very difficult textbook that is not meant for students who know nothing about music (as most of us didn't). The textbook is dense and talks about a lot of technical terms that no one understands, and it is unclear what exactly we need to know from each chapter. Then, in class, instead of her teaching us the material, we go around the classroom and she asks every student for two points about something from the textbook, in which she grills us and expects us to know and understand things that she hasn't taught. It is very nerve-wracking and the classroom environment is very tense. She doesn't say what information is correct or not, and then moves on to ask us random questions in which we go through the entire classroom again and every student attempts to answer things in which we didn't learn. She never says what the correct answer is or explains the content, just moves on to yet another question. The class goes on like this until it is over. She doesn't make powerpoints or write notes on the board, just talks about random things. The only way we get notes is from the TAs, who write things on the board while she talks. However, the TAs are horrible. They themselves don't understand the material. There are 4 quizzes (one is a syllabus quiz so really 3) and a midterm and a final. The quizzes are long and not really quizzes, more like unit exams and the material per quiz is A LOT of memorization. We would have all failed the assessments if the TAs didn't post a study guide (that the teacher did not know about), though a lot of questions that she asks on the quizzes and exams are stuff that's not on the study guide and things that she has never even mentioned in class. The TAs were very disorganized and repeatedly posted things VERY LATE. The night before two quizzes, they posted stuff that we needed to know for the next day. The same occurred the night before the midterm and the final. They posted a whole new chapter and terms to study the night before the midterm and posted a whole sheet to know the night before the final. Furthermore, we often did not follow the syllabus and the TAs are supposed to tell us what hw we have and what reading to do, but they didn't and when the Professor would ask them if they did in class, they would pretend as if they did. It was very clear that they did not take their responsibilities seriously or cared about helping us, but the study guide was the only way we passed this class. One of the quizzes was a pitch perception quiz, where the TAs sang combinations of notes and we had to write what notes they were singing. That was the hardest thing I've ever done. If you are not musically inclined, this takes years of learning and practicing music. We practice in class but not effectively. This was my hardest class this year, which says a lot considering this is an ARTS SBC. Trust me, there are way easier ARTS SBC's to take than this.Professor Sharma treats this class like it's a 400 level class, and openly admits that there needs to be a prerequisite for this class, but teaches it with the same level of difficulty. Your grade might end up okay because she does factor in participation and attendance. ATTENDANCE IS REALLY IMPORTANT! 10 points are reserved for it, and she doesn't care if you're sick. BE there! Someone had to miss the final because their roommate had Covid and she needed to be tested right away, and Professor Sharma did not care and told her that there are no make-ups. There is a presentation that we do that counts 3 points and that can help you. If you're white, that will help you because she's racist and it's against brown people. She praises and babies the white kids in our class, letting them off easily. She is racist towards the Asian kids, and often calls them by an 'Asian' last name and asks them if they listen to Chinese music. She puts a lot of pressure on the brown kids because she expects more from them. I am not Indian but she assumed I was and expected me to read and sing Hindi, although I told her many times that I wasn't Indian. If you're brown, you're worse off in this class. Anyways, I am writing this very long review because I wish someone wrote it for me before I took this class. I went into this class thinking it was going to be fun and easy but it made my first semester in college hell. Good luck to anyone taking this class and dealing with Professor Sharma. | The course should have more structure. Oftentimes, she would just sit and ask us if we had questions and if we didn't she would ask us questions. Sometimes the professor expected us to read more than what was on the syllabus. She was also at times not very receptive to questions as even if we stated that we mentioned it in class and didn't understand, she would tell us we should understand. I think the expectations she had for a 100 level class were a lot and not clearly communicated. The textbook we had to read was also not the clearest to understand but the professor acted as if the textbook was perfect and if we read about something in the book, she didn't have to explain it. The TAs were a lifesaver though. | It could be improved in many ways. The teaching was not at all effective and she expected us to know things that were never taught. Professor will randomly call on you to answer questions on the readings for the majority of the class period with little time to actually learn the material. Although she was nice and did care, it was a very stressful class especially not having any background knowledge on the material. Save yourself the stress, considering it being a 100-level class. | I don't feel like I was actually taught anything in any directed way. Lots of readings and discussion posts, but no real lectures. Classtime was spent by forcing each student to ask questions about the reading, which was useful, but ineffective. Even a TA admitted they passed by just memorizing terms without actually understanding them. In fact, I think this course is beyond repair, and should be completely overhauled. | The tests/quizzes were punishing if you did not prepare properly. I failed the midterm, likely the final, and almost every quiz (take this with a grain of salt, I'm also a very poor test taker, but I did study a good amount before each one). They were written response only, so you needed to memorize everything that was going to be covered, or else you would fail.",3,ARTS,,
AAS110,AAS,110,01,Spring,2022,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1224/45778,1,23,24,10,10,3,0,0,1,0,0,0,0,,,,1.43,1.28,1.0,1.43,1.28,1.0,"I found the incorporation of non-musical subjects most interesting as a student. As a non-Asian student who was studying Asian and American American Studies for the very first time, Professor Sharma more than adequately made this field of studies appealing for us students. | I feel like this course was a lot of memorization and note taking, which improved my memorization skills and active listening skill. | Professor should allocate more time for quizzes (more than 15 mins). The quiz format is very confusing. | The TAs were helpful","I don't feel like I learned anything this semester. There were no opportunities to take proper and accurate notes. The lecture constantly felt unprepared and there was not structure. I understand taking notes from just hearing but often times there was no proper structure to take proper notes. 
I the beginning I felt pressured to sing even though I did not want to, that got better through the semester. 
I think this was supposed to an easy class but I felt most classes really confused and lost | The course should be level 400. The professor sings for the most part and the tests and quizzes are very hard and she is a hard grader and the quiz’s are short answers and you will lose point for every single mistakes. | I think the course might be improved through better organization and structure. At times, it was difficult to pinpoint exactly what we needed to study for tests and exams. | It would have been better if the professor showed more confidence on students and some of the material was really hard to understand so I wish we spent more time of those.",3,ARTS,,
AAS110,AAS,110,01,Fall,2022,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1228/85970,1,24,54,33,15,3,2,0,1,0,0,0,0,,,,,1.26,1.0,,1.26,1.0,"The TAs are the most valuable part of this course... sometimes. They know more about what's going on in the class then the professor does. The professor is very nice and very lenient when it comes to grades, however she expects too much out of her students. The only way to do well is by reading the textbook thoroughly, and by talking with the TAs. | The TAs were really helpful. They provided meanings and definitions to the terms, cleared any questions that I had, and also helped with how we should study for the test. They were extremely approachable. If not for them, I don't know what I would have done in the course. | The TA's of this class were really great. They were super helpful, kind, and they understood the students well. The class is interesting and the dynamic of the class is either serious and scary or really fun and interesting. I have never seen the class in between. | I love how we kind of sang in class and learned the raga and taal all for understanding the difference between Indian Classical Music. | Its a great class and you learn a lot about Indian music. the TA's are great and they help a lot and grading is always fair.","The professor doesn't really teach much. The course has no pre-requisites and should be an easy introductory course, but since the professor has learned classical music, she indirectly expects all the students to learn and catch up fast. She expects the students to read texts themselves, and doesn't clearly explain any concepts. When asked about a topic or definition, her answers are always vague and unclear, and she says that she doesn't want the answers from the textbook she herself has asked the students to read. Students are also asked to correctly identify the notes, even though it hasn't been taught properly and enough practice hasn't been done. She also is biased toward students that have had some prior musical training/knowledge. She expects the TAs to do most of the teaching and engagement with students, and just sits in her chair and talks about vague concepts that don't really connect and doesn't explain or clear any doubts properly that students may have.   The professor seems to be knowledgeable on the topic but doesn't teach it correctly or in a form that students can learn, and isn't really approachable. The professor should also keep in mind that a majority of the students have no prior musical knowledge. | This is supposed to be a music class that requires no prior experience, but if you don't know anything about Indian music it may be more challenging. The structure of this class is poor, the syllabus is often not followed, and some of the assignments just don't make any sense. In my opinion the quizzes and exams aren't very fair, and we weren't given proper study material. The TAs would usually give study guides, helpful hints or something but they would give it too late. I would only recommend this class to people who really have a love for Indian classical music. | I wish the professor would have standardized her expectations amongst the South Asian students and the non-South Asian students. Once she realizes that someone is of South Asian descent, can sing, has some kind of music knowledge, she will continuously ask only them questions. Additionally, it does become apparent that she has her favorites in the class and she will have higher expectations on the girls than the guys at times. However, she does constantly pick on the same guys which takes up class time. I wish the behavior toward the students was improved. | Less reading about the concepts and more listening and watching. It is a music class but we do not listen to any music. It is hard to understand any of the concepts just by reading about them. The vocabulary we must learn consists exclusively of hindi words so without prior experience of hindi you will get lost. Professor favors certain students. Professor's style of lecturing the class is not useful for this type of class.  Expectations for students are too high. | The professor should stick to the syllabus more. A lot of class time was wasted and we didn't go through much of the textbook which was a waste of money.",3,ARTS,,
AAS110,AAS,110,01,Spring,2023,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1234/45663,1,25,33,17,7,7,1,0,1,0,0,0,0,,,,,1.24,1.0,,1.24,1.0,"The insight into classical Indian music theory was the most valuable thing this course provided. I didn't know much about music theory in general so learning about the intricacies of music and how complex it's creation and history is was very interesting to learn about. | The TA's held review sessions outside of class and essentially ran the course while the professor oversaw and would join in to add more information sometimes. Posted material such as the vocal recordings of scales, combinations, etc. were very helpful. | She is educated on indian classical music. She knows what she is talking about most of the time when she is not going against her own textbook. | The professor goes in depth of the concepts related to Indian classical music. The class is fun and would recommend for other students to take. | I did not find this course useful at all. I think it does not bring any value to education as a whole at Stony Brook University.","First of all, you can't even read her textbook properly. It's kind of blurry and really hard to read. People lied on rate my professor. This is not an easy A. This is one of the most annoying classes I have ever took. She is not the greatest professor and this is a purely memorization class. The TA's try their best to help you but at the end of the day, the professor overpowers. Highly recommend getting your SBC credit another way. Truly one of the worst classes I ever took as this is not a beginner class at all especially if you have no experience with music and don't speak hindi. Attendance is absolutely mandatory and lateness should not be a thing in this class. I wish this class covered less material and spent more time going over stuff instead of telling us to memorize stuff and read the textbook. I hate the textbook and this class was truly annoying even with the helpful TA'S. | Professor engagement could definitely be improved. The TA's though great, were heavily relied upon to teach the class with very minimal input from the professor compared to other courses. I can tell that the professor knows the material very well and when they did talk it helped my understanding a lot, I just wish there was more of that. It would be much better if the TA's were supporting the professor instead of substituting for the professor. | Expect less from the kids, it got very difficult to understand some concepts so instead of making us read the textbook with its over complicated language it would have been better if you were able to atually teach that content. | The professor is really nice but she does not really teach and only talks when she is going to sing the Ta's also doesn't know what to teach and is confused but still continues to give us quizzes. | The implementation of some multiple choice questions, especially for the final, as there is a lot of information we are required to remember and some things sound similar to one another.",3,ARTS,,
AAS110,AAS,110,01,Fall,2023,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1238/85668,1,26,60,30,19,8,1,0,0,1,0,0,1,,,,,0.79,,,0.79,,"I loved how the course was able to give me a better understanding of music in general. I am a Western Classical musician and had a disconnect with my Indian heritage and wanted to further connect with it. This class was a great way to do so. As a Western Classical musician, this class has given me more knowledge about certain music theory aspects, relationships between notes, and much more. It broadened my knowledge of music and has further helped me in creating it. This course utilized words from the Hindi language and it was important to become familiar with those words. | I found the introduction of various types of Indian Classical Music intriguing and valuable. I also appreciate the time and effort the TA's put into the course and making the course more enjoyable for the students. Furthermore, I find listening to the ragas and talas with professor's singing a new and valuable experience. | The detail the Ta went in to teaching in this course is beyond comparable to my other classes who were semi related to this, (ISlam), (other studies), and it helps people get an experience that they couldn't get in most classes. | I found the teacher's assistants to be the most helpful. They took time out of their busy schedules outside of class to help a lot of students who were confused/ struggling in the class. they offered their time and were patient. | What I found valuable about this course was how much the professor cares about her students and takes the time to make sure we all understand the content. I also found it valuable how much the professor cares about the subject.","This class needs a prerequisite of some musical knowledge. Suppose you do not have a basic understanding of notes, musical scales, and other aspects of music such as consonance and dissonance. In that case, you are at a greater loss in comparison to the people who do have some musical knowledge. Once having that musical knowledge, it makes concepts in Indian music much easier to understand as you have something to base it on. The class is not structured to teach you about notes necessarily, but it is structured to teach you about how Indian music functions as it operates under the notion that you already have a general knowledge of music and musical theory. Professor Sharma is evidently very knowledgeable about what she teaches, but certain aspects of what she says can be very confusing and take a while to understand, even with the textbook. | The course can be improved if students learned more about Carnatic Classical Music too because this course only encompasses Hindustani Classical Music, not Carnatic Classical Music. I believe that if you are going to name the course 'Appreciation for Indian Music', then both genres of Indian Classical Music should be represented equally | A way of making the exams more reasonable is by being multiple choice. A short response is very unreasonable for a class like this. It's supposed to be more of a lower-risk course yet the effort you have to put in for a class with such a low worth makes me regret taking it. | I feel like sometimes the professor cuts student's words while they are asking questions or answering professor's questions often. I would liked this course more if the students have more opportunity or get encouraged to speak and present their thoughts. | I don't have much critiques for the course but Maybe instead of emphasizing the material and what makes up Indian Classical music, we should have more opportunities to explore different genres of Indian music.",3,ARTS,,
AAS110,AAS,110,01,Spring,2024,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1244/45412,1,27,35,10,7,4,11,2,1,0,0,0,0,,,,,1.41,1.0,,1.41,1.0,"Nothing about this course provided value to me outside of the SBC. The instructor was quite insistent about the students needing to purchase an $50-80 textbook when barely half of it was used. Further notes and lecture slides were not provided which made it difficult to get a semblance of understanding of what occurred during class time, if and when it was missed. The instructor also made it a point to berate students who would/could not buy the text book either based off of online forums suggesting the idea or due to financial inability. Rather than maintaining a professional conduct, the instructor had also asked me individually to try and generate interest in the class, and even displayed dissatisfaction upon my reluctance to do so.     Most of these minor transgressions could be overlooked if not for the professor actively preventing the TA&#8217;s from helping as well by telling them that they were absolutely not to release any of the notes, even some that could just be considered helpful visual models for understanding hard to grasp concepts. On top of this, the instructor almost solely and completely relies on the TA&#8217;s to create slides, presentations, and to communicate other information necessary for quizzes or exams that she was not able to cover in class due to her improperly using class time to repeatedly berate multiple separate students, all in class, in front of others no less.     Just to add on, the professor is currently heavily encouraging us to fill out this very course evaluation while in class, I assume due to her wanting to provide a time for positive thoughts, if any. | Boy oh Boy where do I even begin, My sunshine Prof. Aruna's Class that made me wake up at 5am and remember Dha Dhin dhina dha type $h.. .This Indian music class has been nothing short of a nightmare. The professor's Aruna unreasonable demands and ridiculously hard tests have made the entire learning experience excruciatingly painful. It's evident that the professor lacks empathy and fails to understand the capabilities and limitations of the students.  What the hell was this class, causing me more stress and frustration than my entire CS systems class combined  Firstly, SHE IS QUITE SADISTIC, the professor's expectations are completely out of touch with reality. The workload is overwhelming, and the assignments are unnecessarily complicated. Instead of fostering a conducive learning environment, the professor seems to take pleasure in watching students struggle.    Secondly, the tests are a nightmare. They are designed in such a way that even the most diligent students find it impossible to excel. The questions are convoluted, and the time constraints are absurd. It feels like the professor is more interested in weeding out students than actually imparting knowledge.    To say that I'll be relieved when this class finally ends would be an understatement. In fact, I'm certain that the happiness I'll feel when this class is over will surpass any joy I'll ever experience, including the birth of my first child. That's how much I've dreaded every moment spent in this class. | nothing. i was actually excited for this course- im a straight A student who loves learning but this course has ruined my semester.  the professor is abusive quite frankly. she does not teach the material. she rambles about how much she hates us all. she expects everyone to be psychic, to know what we are supposed to be learning before teaching????   she humiliates students for not knowing answers or for not closing the door quietly. she takes points from us willy nilly. she says horrible comments about students who couldn&#8217;t afford the textbook.   she clearly abuses the TAs. they are overworked not paid and spoken to terribly. she talks about wanting to beat us with sticks. for exams, if you need to use the bathroom she has the TA pat you down and go with you. she does not allow people to use the restroom in class. i swear it is to the point where im in such severe pain because i can&#8217;t pee- i&#8217;m scared of her humiliating me and taking points. so i repeat NOTHING. | Tell the professor to stop bullying students. She belittles anyone who doesn't answer a question to her exact liking. I was actually paying attention and interested in this course, until one day the professor cold called me then started attacking me in front of the whole class, for a question that I actually answered correctly. Ever since that day, I couldn't bring myself to care about this course. | I didn't find much value in the course, to be honest. I took it because I had to fulfill the ARTS SBC requirement, and it ended up being a rather uninspiring experience. The content didn't engage me, and attendance being mandatory made it even less enjoyable. I didn't learn much from the class, which was disappointing.","Their are so many ways. One. The class is taught by the TAs solely by them the professor will bud in now and then but never with anything of substance that would benefit the class, often leads to terrible side track and wont learn much information. Two. The text could possibly be helpful but its hard to follow along with the textbook because of how the course moves, the course moves sometimes at such a slow place that things we are supposed to know get lost in-between. Three. The class is designed for students to speak 'allegedly' however when a student is called one if they take more then 3 seconds to answer the professor will give no mercy or any leeway for the student to get their thoughts gathered. 4. The professor is also so unprofessional for what reason I do not understand, she will have her own prejudice on students and will make it abundantly clear if she does not like a student. Also the exams that she makes are quite literally the worst exams made, for this class being an SBC I feel as if it should not be as complicated.5. Throughout the semester time and time again she will belittle students for not understanding the course which she does not even teach. Her names just slapped on brightspace.6. Credit to the TAs who quite literally carry the course on their backs, she is also so blatantly disrespectful to the TAs which I don't understand how that even works when they teach the course. I don't recommend this course to anyone. | The professor had a very unprofessional attitude when going about teaching. Although she stated at the beginning of the course that we didn&#8217;t need previous knowledge of Indian classical music to get through the class, she would constantly look down upon those who didn&#8217;t immediately know the answer to her questions. She would also constantly stray off topic to the point where the TAs wouldn&#8217;t be able to go through the material at all. We fell so behind that the weekly quizzes couldn&#8217;t be held since barely anything was being taught in class. The course book was also pretty much useless because the professor just expected us to immediately understand it after reading it once. The only thing that really helped me learn the material was the slides that the TAs made and posted. | This course has a lot of potential. I was very excited to learn about Hindustani music. However, I have never dreaded a class more than this. I have never disliked a teacher more than this. She is constantly casting judgment on students' styles and openly making faces if it isn't up to par with her standards. We were yelled at for weeks because when we came into the class, the door would make a loud noise. I am not saying this to sound ageist, but she is at that point where it would benefit both students and Aruna if she was let go. I promise you no one will miss her, nor will it hurt your department. Yes, she teaches most of the classes, but how she teaches and the mental stress she puts on students is not worth it. Please do us all a favor and let her go. | I took this course because I wanted to learn more about my cultural history not just in its political, economic, and social aspects but also in the arts that often are overlooked. I do believe I learned a lot about the intricacies of Indian Classical Music - I expected it to be much simpler but as the weeks progressed, the content got more abstract to grasp. This course does what it claims to do, however, due to the professor, and the way that she treats us, often showing partiality and picking and choosing on calling people out depending on the students. There have been many instances where I felt that she had no empathy and did not give you a chance to do better or learn, she moves on without providing the answer and often in an insulting way. | The prof instead of just rambling she can actually teach instead of making us read a textbook and not teach us. She would ask a question then cut us off then just move on to something else. She wouldn't even let the ta's present because apparently that is 'spoon feeding' She would waste the entire class time by going around to every single student and ask irrelevant question and waste the entire class and not teach. She would disrespect students for no reason and show her favorites. One kid got a 99 on his quiz and she saw that and said 'i need to make it harder.' And she loved giving 0s out for closing a door that slams by itself.",3,ARTS,,
AAS110,AAS,110,01,Fall,2024,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1248/86377,1,28,49,21,9,11,3,3,2,0,0,0,0,,,,,1.49,1.0,,1.49,1.0,"Nothing. Just nope. Do not take this course. Even as an Indian, I was struggling with the course. Just save yourself the trouble and skip out on this one. The syllabus moves at weird paces. we were only taught 3 chapters throughout the semester and assigned 3 chapters as homework over the thanksgiving break. The class claims to be for beginners but that is definitely not the case as only the students with close to a decade of music experience are able to answer in-class questions. Additionally, the questions on the exams are open-ended but the professor is secretly looking for you to answer in a specific way and every other method is wrong (you need to guess what she wants in your answer). Just don't take this course. | Probably the textbook. The instructor's way of explaining was too vague. It's almost as if she was saying several things at once. She also showed favouritism during the course. She would often ask a question and interrupt before the student could even finish answering. Her style of giving feedback seemed more like she was coming to attack the student. The questions on the exam were not clear. Very illogical questions asked and expectations were flowery, rather stupid answers. This is not how you teach music or music theory. I have never had a worse professor. | I did not take anything away from this course the professor was really bad at teaching the course she would teach us one thing and give the test and quizzes on other things. Some students were also cheating on the tests and the professor new something was up but refused to investigate because she obviously had favorites, and it was unfair to other students and the TAs also were helping their friends cheat on the quizzes the class was very rigged and the only things that mattered was if you were a teacher's pet or not. | In this course I did learn a few things about Indian Music that I did not know prior to taking it.    The professor was very welcoming and kind to her students; She never failed to make it known that she cared for her students and wanted them to do well in the class. | What I found most valuable was learning that all professors are may be good at teaching their subject, but not every professor can go about handling a class properly in order to give students the best chance to succeed in said class.","There is simply too much wrong to even attempt to fix this course. It has to start with changing the professor's teaching style. She needs to actually teach in class instead of handing out random pieces of information. The book is not worth the cost. Her habit of cutting students off in between their responses and being generally mean and condescending makes students stop trying in class. No solid help was provided (no slides/no chapter notes) - the only notes given out are her random facts and information bits. The exam questions are not multiple choice and on top of that, they are marketed as being open-ended which is not the case as the professor is definitely expecting a specific answer and any other answers won't do. Just save yourself, and don't take this class as no amount of improvements can fix this class. Matter of fact, I don't think I will ever take a music course ever again. | The three TA's are incredibly inept and at times drag the class back, often distracting the class during tests, not completing simple tasks from the professor, or simply goofing off more than most students. Students only did well through prior experience that was explicitly not required in the class outline. Content on quizzes are rarely discussed in class either because the professor gives long winded, meandering answers to questions that take up lectures, or because some things has been never been mentioned in class and left to the sea of head-spinning foreign Hindi terminology known as the textbook which is impossible to gain information from. Dr. Sharma is clearly a knowledgeable figure in her respective subject, but she is held back by a desire to let students learn on their own even and take large detours, if not all vital content on tests are covered, and by her incompetent staff. | Everything. The learning environment the professor created was very uncomfortable and unprofessional. The TAs were largely unhelpful and the professor was extremely biased to some students over others, so much so that I do not believe my grade will reflect my knowledge of this course, but of what one specific student said about me to the professor and the entire class (who was friends with the TAs and had some out-of-class relationship with the professor). The class was turned into a complete joke, and nothing was taken seriously. The TAs would not even show up half the time, and they were friends with one specific student and would help him cheat during tests! | I feel that the syllabus was not at all in line with the course. There were many things on the syllabus that we did not do in class, and many thing we did in class that were not on the syllabus. You are expected to read the textbook and understand it thoroughly and I feel that more information from the textbook should be taught in class rather than repeating lessons from class to class that are only a small portion of our exams. | The course did not follow the schedule it intended to at the start of the year; This resulted in the rushing of a project, a couple of tests, and a midterm in order to get grades in. In addition to that I felt it was hard at times to learn in the class as someone who has no background in Indian Music or music in general. The professor has students read the book we were assigned as a major source of learning.",3,ARTS,,
AAS110,AAS,110,01,Spring,2025,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/01/LEC/1254/45877,1,29,31,6,7,4,6,3,0,1,0,0,4,,,,2.63,1.53,2.0,,,,"What I found most valuable about this course was the immersive introduction to the theory and practice of Hindustani classical music. Learning about the structure of ragas, the role of improvisation, and the cultural and spiritual contexts of the music gave me a much deeper appreciation for its complexity and beauty. I especially valued the live demonstrations, whether through recordings or guest artists, which brought the theoretical material to life. The course struck a great balance between academic study and experiential learning, which made the subject both intellectually engaging and emotionally resonant. | Not one complaint, the professor told you exactly what she expected out of you and is very passionate about teaching. As a Pakistani American, it was fun learning the specifics about Indian music and if I didn’t understand something, the TA’s were super helpful! | This course is making me anxious. As someone with zero background in music, learning Indian music is incredibly difficult. I might understand the terms, but I can't apply them at all. This feels way too advanced for a 100-level class. Help. | Even though I did learn some new things about Indian music, the overall organization of the class was extremely poor, and the professor was not efficiently prepared to teach us the material. | The TA’s, were all very helpful and informative. Ismail specifically went out of his way to make sure all questions were answered.","One way the course could be improved is by incorporating more interactive or hands-on elements, such as basic vocal or rhythmic exercises, even at an introductory level. This would help students internalize some of the musical concepts more directly. Additionally, providing more visual or audio aids—like annotated listening guides or breakdowns of raga structures—could enhance understanding for those less familiar with Indian classical music. A little more time dedicated to key historical and regional developments might also offer useful context for how Hindustani music has evolved. | The profesor could try to include more written notes during class (like slides) to make it more engaging and easier to take notes. While I understand that we should study outside of class, it would also be helpful to learn important information during class. Professor could also try being a little kinder to the students. | I believe this course needs better organization, and the professor needs to actually teach (make lecture slides), instead of having the students teach themselves. | Needs to be a little easier to under for people not familiar with South-Asian culture or just foreigner students in general. The terminology is very difficult. | Maybe teach rather then just sitting there and complaining how the students don’t know anything.",3,ARTS,,
AAS110,AAS,110,30,Summer,2025,APPRECIATING INDIAN MUSIC,Aruna Sharma,https://classie-evals.stonybrook.edu/Section/details/AAS/110/30/LEC/1256/65886,1,30,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Copyright © 2024 Stony Brook University Division of Information Technology - All Rights ReservedReport an Accessibility BarrierClassie Evaluation Explorer - Version: 1.41.0.13Current User: shijamalPhone: (631) 632-9800 |Submit Service Ticket,3,ARTS,,
